reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
51ae0abd-c53b-476c-9412-ef3d3ae9ebfd,Eliel silva Oliveira,https://play-lh.googleusercontent.com/a-/ALV-UjUnMBroqyiYFL-8FMSgGJ_heEKpRP5fodTV740a-5smVXk,"Não consigo acessar de jeito nenhum, fiz de tudo e não funciona. Da erro de conexão, erro do cód 012.4 já entrei em contato com o suporte técnico do BB e não resolvam, Android 12. Só me resta fechar minha conta no BB e procurar outro banco. Isso é ( inacreditável e inaceitável) para um banco desta grandesa.",1,2,8.38.0.1,2023-07-04 23:36:10,"Olá, Eliel. Pra gente verificar seu caso, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com #atendimentoapp.
",2023-07-05 00:07:08,8.38.0.1
09f2b910-b998-413a-8f64-87ac35cc5188,Celia Marim,https://play-lh.googleusercontent.com/a-/ALV-UjXnxWMhosB6sbP5Xn6cVCjjT7djZHnvrsTHc2yGpzQr10oa,"Não consigo fazer Pix, pede pra trocar a senha de 8 dígitos, fiz a troca e continua apresentando o mesmo problema.",3,0,8.44.1.0,2023-09-11 19:32:24,"Olá, Celia Marim! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-11 19:37:13,8.44.1.0
357836cb-e772-44d5-ac36-e08cc378e607,Luciene Oliveira,https://play-lh.googleusercontent.com/a/ACg8ocK-DU4RsRB361n2GixwmPVrLHGo8FHUz-rNwNC326an=mo,"Esse a plicativo é muito ruim trava muito, fica só logando quando a gente consulta alguma coisa no aplicativo deveria ter uma melhora né.",2,0,8.42.1.0,2023-08-13 15:15:28,"Luciene, verifique se há atualizações na versão do App BB ou do seu sistema Android ou iOS. Também é possível melhorar o desempenho limpando o cache do seu celular. 😉💙💛",2023-08-13 16:20:20,8.42.1.0
9fc94e6f-731f-41b3-a821-903c5210e382,Humberto Maneto,https://play-lh.googleusercontent.com/a-/ALV-UjUYZOLaWluH3hyFySog-Nm5XKEAO58X5f1e1aJrem3Pfkgi,Era o melhor app dentre os bancos. Agora está horrível. O chat trava toda vez. Tem que reiniciar o app. Alguns ajustes de saque (limite e saque sem) não estão disponíveis no app. Qr code falha.,2,0,8.37.1.0,2023-06-26 16:03:20,"Olá, Humberto Maneto! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger, Twitter DM ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-06-26 16:05:46,8.37.1.0
1e2cd5d5-d081-4ac5-92c1-46f066447fc9,Wanderline Ferreira,https://play-lh.googleusercontent.com/a/ACg8ocJ0B7Zf04pxK56HQYJOw3uB8q7bTl-mgQnQMSH7tFhK=mo,"Minha conta é poupança. Hoje tive que atualizar e está aparecendo como c.corrente. Entrei em contato por telefone e ficaram jogando de um lado pra outro. Após algumas tentativas, o atendente disse que a conta está como poupança. Mas falou que eu ligasse novamente e escolhesse outra opção para saber porque no app esta aparecendo como C.C. Nessa ligação me informaram que tenho uma pendência.Que era para ir até uma agência.Já tentei resolver por telefone porque o atendimento presencial é horrível.",1,2,8.32.0.2,2023-05-17 19:01:06,"Nos chame na DM Twitter, ou no Messenger Facebook, ou DM Instagram com #atendimentobb e seu CPF lá consigo ver o que aconteceu e te ajudar Wanderline Ferreira!",2023-05-17 19:07:21,8.32.0.2
80aeb89d-f5f4-47be-a986-f395b975de07,Wei Kalyna,https://play-lh.googleusercontent.com/a-/ALV-UjXApBoHdXWZ3VzGo6nmXEAf8EN94BvRQ1ItHUODAc6khtqy,"Muito ruim pra liberar o acesso no dispositivo, pois tive que formatar o celular. Tem que ir na agência, um processo que deveria ser simples, tentei 50 vzs já e enquanto valida a foto o app simplesmente fecha sozinho e nada feito. Só gostaria que facilitassem nossa vida em relação a isso.",2,0,8.36.0.5,2023-06-23 15:00:00,"Olá! Para ajudarmos da melhor forma, por favor, nos acione pelas páginas oficiais do BB no Facebook (Messenger) ou Instagram (Direct)com a #atendimentoAPP. Aguardamos seu contato!",2023-06-23 15:05:46,8.36.0.5
34ff216c-1ad0-459a-9127-6e6b14bbc8fb,Ingrid Silva,https://play-lh.googleusercontent.com/a-/ALV-UjWKwq9BZjnwOwxB3_YcayWP2bAEOk8_jRjUPE0N5W8-rA,"O que tá acontecendo com esse aplicativo? Não consigo fazer Pix, pagamentos e nem transferência, fica só carregando e não entra",1,0,8.41.0.0,2023-08-03 22:57:56,"Olá, Ingrid. Veja se as versões do app e Android estão atualizadas. Limpe o cache e tente novamente usando outra conexão de internet (se estiver no wi-fi, altere pra dados móveis e vice versa). Qualquer dificuldade, nos chame por uma das páginas oficiais do BB no Instagram (Direct) ou Facebook (Messenger), com #atendimentoapp.",2023-08-03 23:23:23,8.41.0.0
4242db6d-cb5f-4455-835d-a1b8f55803dd,Celia Freitas,https://play-lh.googleusercontent.com/a/ACg8ocI_-1zAHC52S-wXrb_v2QwBx8nd-BLw_iGvOKrORXCX=mo,"App ótimo, só tá com um bug tremendo na hora de tirar selfie pra liberar dispositivo :( o app fecha do nada e fica impossível finalizar o procedimento. Meu celular é de 2023, com Android 13, acabei de trocar e não consigo liberar o aparelho.",2,0,8.35.0.2,2023-06-10 00:28:45,"Olá, Celia. Verifique se as versões do App BB e do Android estão atualizadas. Depois limpe o cache, desligue o celular, religue e tente novamente. Se continuar com dificuldade, nos chame por uma das páginas oficiais do BB no Instagram (Direct) ou Facebook (Messenger), com #atendimentoapp.",2023-06-10 00:34:24,8.35.0.2
61e40487-7606-408e-a102-616eb7432faf,Sr__nike04,https://play-lh.googleusercontent.com/a-/ALV-UjUkRCI2sDyhQe7xDtpqOhcikgA-QOVW7s1BM5DW1kLqNTWT,"Eu tenho uma lista gigante. Bom, por onde eu começo? Não é prático, não é rápido, não é fácil, é chato, é difícil de pagar o próprio cartão de crédito, é muito complicado, e eu tenho uma historinha pra tudo isso aí que eu falei, ah! E eu sou estou usando pq sou obrigado EU ODEIO O BANCO BRASIL (BB) ODEIOOOOOOOOOO",1,2,8.31.0.2,2023-05-05 09:37:00,"Poxa, lamentamos por qualquer transtorno! Por favor, nos acione através das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via DM), enviando #atendimentoapp para te auxiliarmos com a utilização do App. Se preferir, pode ligar para o SAC no telefone 0800 729 0722.
",2023-05-05 12:34:13,8.31.0.2
17647c8b-1489-46f5-b22b-36dcf2f030e0,Cleber Junior,https://play-lh.googleusercontent.com/a-/ALV-UjV5udx3Kssw9PKpnIwmSBQGGaYrSjWFvaASgi4Vgf6WRivh,"O aplicativo não é bom, não notifica nas compras, dando muitos erros, muito instável e lento",2,2,8.44.1.0,2023-09-06 19:12:47,"Olá, Cleber Junior! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-06 19:28:11,8.44.1.0
fc94c1d3-6a5d-493b-b2eb-27dd5e5f87e2,Ingrid Ferreira,https://play-lh.googleusercontent.com/a/ACg8ocJFVM_InSePgioGMEurxW4um5oLvXHGuN7sAepLt3CkdA=mo,"O aplicativo não funciona como deveria os canais de atendimento, o limite do cartão não aumenta de acordo, precisa ir na agência que não é necessário irmos no banco sendo que pelo aplicativo deveria resolver, o pagamento do cartão mesmo pagando antes da data de vencimento o limite não cai, e só pode utilizar o carrão novamente depois de 2 dias que venceu a fatura, fora que n se tiver dinheiro na conta corrente o banco pega o dinheiro e não devolve!",1,1,8.31.0.2,2023-05-07 15:43:42,"Oi, Ingrid! Por favor, nos acione através das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via DM), enviando #atendimentoapp para te auxiliarmos. Se preferir, pode ligar para o SAC no telefone 0800 729 0722.
",2023-05-07 18:23:00,8.31.0.2
adcd5f12-6cae-4c03-99b5-0acba1f37d8b,Erica Sena,https://play-lh.googleusercontent.com/a/ACg8ocJCMvxaN5-KwzRJxm2_Q0m2WtzGeoK3x5Lxovcn5lFN=mo,Estou melhorando a minha avaliação porque ao ligar na ouvidoria o atendimento foi ótimo e consegui resolver parte do problema.,4,6,8.42.1.0,2023-08-11 00:05:47,"Agradecemos pelo feedback, Erica! Queremos muito que você tenha uma experiência positiva no nosso APP. 😉 Conte com a gente #PraTudoQueVoceImaginar 💛💙",2023-08-11 00:33:17,8.42.1.0
9b8c734b-93e9-4187-ae29-0ad59ff53c69,Sofia Ananda,https://play-lh.googleusercontent.com/a-/ALV-UjXjXnCuob_V4xH0LupX_9j6PGkNdyEj3Nvj3L--ZJsrA4g,Horrível! Muito lento e travado. Fiquei 30 minutos tentando fazer um pix e o app não abria,1,2,8.41.0.0,2023-08-04 20:04:40,"Olá, Sofia! Para que a gente veja essa situação e lhe auxilie, por favor, nos acione em uma de nossas páginas oficiais no Facebook(via Messenger), ou Instagram(via Direct), enviando a hashtag #atendimentoApp, ou contate nosso SAC pelo 0800 729 0722.",2023-08-04 20:27:10,8.41.0.0
c8fc0c16-faaa-4a5a-a34e-df36673e8301,Fabrizio Morais,https://play-lh.googleusercontent.com/a-/ALV-UjXOvnBMGbI88TVc2x7jfIehTFI7a3oaq6saSw44q8Vi-Q,"O Leito de código de barras quando está no Monitor, simplesmente não funciona é vergonhoso, visto que o do Nubank por exemplo basta pegar no celular que já Faz a leitura da Tela.",1,0,8.44.1.0,2023-09-13 15:03:33,"Olá, Fabrizio Morais! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-13 15:22:05,8.44.1.0
c39d1f97-8eec-4780-810d-6aa7507221b4,Ana Lia Lima,https://play-lh.googleusercontent.com/a/ACg8ocIvYWfA1vWt8b_pAAMDkB49sDXxfBjdf2TsJFoRvbZpIFU=mo,Fiz minha conta a 2 dias e não consegui liberar o app pq a página só carrega e não abre a opção de liberar o dispositivo.,1,0,8.39.3.0,2023-07-23 12:23:55,"Olá Ana, podemos ver como ajudar melhor. Por favor, chame a gente com a #atendimentoapp pelas páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct) ou contate o SAC (0800 729 0722) Ficamos no seu aguardo!",2023-07-23 13:20:29,8.39.3.0
b7797501-f51d-4371-87fd-3fdb705b1ad1,Ariany Vieira,https://play-lh.googleusercontent.com/a-/ALV-UjXPT8K8ZG2-bARGj4FW2VC80HASgoHaAoeaKJ9SvHPzHBA,"Não estou conseguindo acessar o app, simplesmente a janela pra entrar sumiu, aparece apenas uma tela azul, tem uns 3 dias",2,6,8.42.1.0,2023-08-10 14:10:03,"Olá, Ariany! Por favor, limpe o cache, autorize as permissões do App e reinicie o dispositivo. Persistindo o problema, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722 para podermos ajudar. 🙂

",2023-08-10 14:12:22,8.42.1.0
c650a8b2-e86f-4a4d-aa95-855b008ee7c1,Rosiane Barros Ferreira,https://play-lh.googleusercontent.com/a/ACg8ocJSo55y6Zx4KpynNJyNy-61t0QhFtNeXFu6ytLnyWjh=mo,"Boa Noite! Tendo acessar a minha conta para fazer transações, e não consigo liberar o dispositivo, quando aberto a opção só fica aparecendo o símbolo do Banco do Brasil piscando.",1,4,8.33.0.3,2023-05-22 22:20:38,"Vamos verificar sobre o seu caso? Nos chame por uma das páginas oficiais do BB: Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp, ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!
",2023-05-22 22:51:46,8.33.0.3
6a6eaf94-2955-444d-8b95-b9790c7fed1a,Clara Cavalcante,https://play-lh.googleusercontent.com/a-/ALV-UjVXOO-NA2v_jqtACjieqJl7FVwlOgR5_-xfkdATd6-3ZCo,"O aplicativo é muito lento, e a opção de ""pix"" simplesmente não abre no meu celular, já atualizei e conferi com outras redes de internet, mas não funciona.",1,1,8.38.0.1,2023-06-30 21:10:24,"Olá, Clara Cavalcante! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger, Twitter DM ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-06-30 21:20:50,8.38.0.1
77349df6-6c8c-41c3-9dd9-345946d831a4,Joenice Oliveira,https://play-lh.googleusercontent.com/a-/ALV-UjUg95EqYpeiVoig1THQrSrb_vSDbJ4-2-93I9XsMapJY90,Uma demora para abrir a conta e enviar os dados para ter acesso. Fazem três semanas que abrí a conta e até agora não me enviaram os dados necessários para entrar no aplicativo. Sem falar que a assistência virtual é muito limitada. Péssima experiência.,1,0,8.37.1.0,2023-06-28 04:24:03,"Olá, Joenice! Para verificarmos e ajudarmos da melhor forma, por favor, nos acione pelas páginas oficiais do BB no Facebook (Messenger) ou Instagram (Direct) com a #atendimentoapp. Aguardamos seu contato!",2023-06-28 10:38:21,8.37.1.0
797a7c40-5029-4a1f-af86-099b88bd7b39,Kawan Maia,https://play-lh.googleusercontent.com/a-/ALV-UjXEXAFVAtGy-OQPnTylsxNNg8fkVaRPhtt6GklBZj4ExoWr,"Aplicativo péssimo! Melhorem esse app, interface muito ruim, difícil acesso a informação e muito lerdo para atualizar os dados",1,0,8.39.3.0,2023-07-28 00:12:36,,,8.39.3.0
94092af5-92bf-4905-ad40-2d0d07029b23,Alan Kennedy,https://play-lh.googleusercontent.com/a/ACg8ocK50qzPAc9xTSHA9sYewkQ14ryZC2Kg9NNRvLThk91l=mo,"Muito ruim ter que usar o pix só em dias úteis. Precisei fazer um pagamento via pix, não conseguir pq foi no sábado. E hj q já é segunda feira, ainda não consegui fazer. Fala q o limite de hj para pix é de 0. Esse App tá ficando cada vez pior, e mais complicado! Quando fala com eles no chat, nunca respondem.",3,1,8.28.0.2,2023-04-17 17:01:55,"Alan, as transações realizadas nos finais de semana e feriados são contabilizadas no dia útil imediatamente posterior. Vc também pode personalizar o seu limite de movimentação pelo caixa eletrônico (Menu>Meus limites).",2023-04-17 20:52:43,8.28.0.2
30e4c5d9-86fe-47db-ae75-9d93511d2c57,Ayrton Gomes,https://play-lh.googleusercontent.com/a-/ALV-UjW2epL7U4Ma7neNKb7_5QpnEtP_Z_CWgY-dppf3NjwUJpc,"Agora o banco não deixa eu colocar minha senha para eu transferir ou devolver pix que fizeram errado para mim! O aplicativo é ótimo, tem promoções em gift cards etc, mais só isso que ele tem! Pelo menos vc poderia tirar a senha de 6 dígitos ao devolver pix!",3,0,8.38.0.1,2023-07-06 17:06:12,"Olá, Ayrton Gomes! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger, Twitter DM ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-07-06 17:20:02,8.38.0.1
ed94c789-d0a2-4431-9379-465158b71873,Rafaella Rocha,https://play-lh.googleusercontent.com/a/ACg8ocLycDZ8edmjMp-ATHsYrx_wvW2hinZqt3Brs5Y-V3D6=mo,"Socorro! Desde a última atualização não consigo fazer nada de imediato nesse app!! Tudo só na base na insistência, depois da terceira ou quarta tentativa. Desde extrato, pagamentos, Pix. App está atualizado e já limpei o cache.",1,1,8.38.0.1,2023-07-09 23:19:07,"Olá, Rafaella! Para verificarmos melhor o seu caso, por favor, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentobb ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!
",2023-07-10 10:44:35,8.38.0.1
a1a64709-0c2b-4ee2-baf7-066b61b78e61,mikael santos,https://play-lh.googleusercontent.com/a/ACg8ocJUG3ztvcepDEGzYPvl8SpwTqcYhbeGFmjNRIrEiy5O=mo,"App e site estão horríveis,não liberam dispositivo,código nunca chega,a foto para liberação quando chega na última etapa o app ""reiniciar"",não estão notificando,atendimento lento e sem solução dos problemas.",1,1,8.35.0.2,2023-06-10 00:19:48,"Olá, Mikael. Envie uma mensagem pelas páginas oficiais do BB no Facebook (Messenger) ou Instagram (Direct), com #atendimentoapp, pra verificarmos seu caso.
",2023-06-10 00:33:08,8.35.0.2
841349c6-ec1f-492f-8081-c94a9250a260,DDS SERVIÇOS AUTOMOTIVOS LTDA,https://play-lh.googleusercontent.com/a-/ALV-UjXX6xE8DP6f4ZhmSwKo_H9Ln_eoxvHVAajSALr23zopTVtA,"O cara que cuida desse app , deve ter algum parafuso solto , a selfie é impossível de realizar ela , tentei de todas as formas tirar essa selfie. Não dá não consigo realizar , outras pessoas relataram a mesma coisa aí nos comentários, a resposta e entre em contato pelo Instagram ou outra rede oficial. Mas deveria ser estamos mudando o sistema de selfie que não presta . Arruma isso aí , cara.",1,3,8.27.0.7,2023-04-08 16:35:38,"Oi, Davi! Por favor, limpe o cache, reinicie o aparelho e tente novamente o acesso. Se a dificuldade continuar, envie a #atendimentoapp pelas páginas oficiais do BB no Facebook (via Messenger), Twitter (via DM) ou Instagram (via Direct) ou contate o SAC (0800 729 0722) para te auxiliarmos.",2023-04-08 17:42:40,8.27.0.7
620b1a27-ac89-4cec-b37e-d93cb6ccd08f,Rian Rafael,https://play-lh.googleusercontent.com/a-/ALV-UjVE2nkAkdIrHrWP41c2xIYxqhQIExMrbcCpowPnQzVdC4iK,Está horrível atendimento por chat no próprio App não consegue se quer falar com um atendente o tanto que o aplicativo da erro e fecha !,4,0,8.41.0.0,2023-08-04 21:07:18,"Olá, Rian! Se você está com alguma dificuldade ao utilizar o App, por favor, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!
",2023-08-04 21:52:19,8.41.0.0
551ad82e-8695-4635-8e49-59b541bccfd0,gilmar ribeiro,https://play-lh.googleusercontent.com/a-/ALV-UjVZnWb1TCeiC-LnU-QOrDqvlFOf46wD8CKeIVyvN8VX1apd,Por favor tem alguém pra me ajudar? Tô no maior do suplício não consigo enviar o extrato de pagamento do benefício para dar andamento na abertura da conta acessei o Instagram lá também é atendimento virtual não resolvem nada e pelo whatsapp é a mesma coisa nossa que sofrência sou aposentado e sou pessoa especial portadora de deficiência Auditiva tô tentando abrir a conta pelo app do banco já mandei mais de 15 fotos do extrato mas sempre volta e diz que não foi reconhecido pô estão cegos? 🤦😠😠,1,0,8.42.1.0,2023-08-10 12:35:51,"Olá, Gilmar! O atendimento não funciona como um chat e o retorno pode não ser imediato. Para atendimento humano, faça a solicitação ou envie a hashtag #atendimentoapp. Se preferir, fale com um humano no número 0800 729 0088 para atendimento telefônico do SAC com equipamento de telecomunicação para surdos e pessoas com deficiência auditiva (TDD).",2023-08-10 12:49:53,8.42.1.0
2410752e-99bf-4208-9ee6-d20fed3fb683,Fabia Mariana,https://play-lh.googleusercontent.com/a/ACg8ocLs72XVVQ8zAGxWQ730qxPS9rjgwzf24ZUkLS4_4waH=mo,O App abre no meu smartphone mas não consigo realiza nenhuma transação. Aparece o logo do banco como se estivesse carregando e não sai disso.,1,0,8.41.0.0,2023-08-04 09:43:51,"Olá, Fabi! Por favor, limpe o cache, autorize as permissões do App e reinicie o dispositivo. Persistindo o problema, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722 para podermos ajudar. 🙂

",2023-08-04 12:30:15,8.41.0.0
3a65ff78-caf5-4720-91ae-aa13ac1cb906,simone martins,https://play-lh.googleusercontent.com/a-/ALV-UjWE3tF6-WeJG_1IuHUxil0xUitEbzKWj6pnaQnGewOPXEY,"péssimo, desde que começamos a tentar colocar a conta que só dá que o dispositivo não foi liberado e nunca muda",1,1,8.44.1.0,2023-09-03 10:43:36,"Boa tarde, Simone, lamentamos que esteja com essa dificuldade. Vou pedir que nos chame no Facebook (via Messenger) ou Instagram (via Direct) anotando #atendimentoApp para verificarmos o seu caso e te auxiliarmos.",2023-09-03 18:09:36,8.44.1.0
22863307-d23c-46a7-9b74-213caa81f11d,Iara Carneiro,https://play-lh.googleusercontent.com/a-/ALV-UjWzJb1RsgtBo-sLgFegfnk8MjY5qfDZuk4AUTXrcOIz72k,"A prova de que o banco consegue manter a burocracia das agências até no app. O limite pix é baixíssimo. Para liberar, tem que usar o computador. Para usar no PC, tem que baixar um módulo que nunca funciona. Para resolver, tem que ligar para o banco. Anos 90 mandou lembranças.",1,2,8.35.0.2,2023-06-09 13:43:17,"Olá, Iara, queremos muito que você tenha uma experiência positiva com nosso App. Para que possamos te ajudar, chame através da página oficial do BB no Facebook (via Messenger) ou Instagram (via Direct) iniciando uma conversa com #atendimentoapp Estamos à disposição 😉",2023-06-09 14:27:32,8.35.0.2
005f51ef-d96c-4ff0-9eda-d99bfec73ec8,Peter V Almeida Rosa.,https://play-lh.googleusercontent.com/a-/ALV-UjWLqRA2leWjkimgP3xkR9U1IX4DqiKhSrizHRps3qGH-w,"É um lixo de app, demora para carregar, não atualiza as opções são mínimas e vc perde horas tentando resolver",1,0,8.39.3.0,2023-08-01 16:33:02,"Lamentamos e pedimos que veja a compatibilidade dos aparelhos. Observe as versões. A nova versão do App BB não funciona em dispositivos com sistema operacional inferior à 8.1 do Android ou 11.0 do IOS (iphones e ipads), e a versão do aplicativo BB (Android, versão 8.0.0 ou superior; e no caso do iOS, é a a partir da versão 8.15.0.0 ou superior).
",2023-08-01 17:49:29,8.39.3.0
64a534b2-91dd-478f-8d87-19a04122847c,Valter Junior Alves,https://play-lh.googleusercontent.com/a-/ALV-UjXjDDkRRtmToDvvODfBqUUwYuCDidJQa1gOEAYvMCc5860,"Não consigo de jeito nenhum recastrar a biometria no app, toda hora fica dando erro. E não habilita nunca a minha digital",2,0,8.44.1.0,2023-09-18 17:54:04,"Olá, Valter Junior! Para verificarmos melhor o seu caso, favor, nos chame por uma das páginas oficiais do BB no Facebook Messenger ou Instagram Direct, com a #atendimentoapp ou ligue no SAC, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-09-18 18:16:01,8.44.1.0
e164ad87-e1dc-444f-8686-5ec8ff7ad041,Felipe Cassim,https://play-lh.googleusercontent.com/a-/ALV-UjXx7KgiegxnOQtsrmXWoYVU7pj38GCYptrs_de49sjza9G-,"O aplicativo simplesmente fica aparecendo mensagem de senha bloqueada para procurar um caixa eletrônico e cadastrar uma nova, vou na agência faço o procedimento e o aplicativo continua do mesmo jeito, pelo site acesa normal, porem não consigo fazer nada, sendo que para finalizar qualquer operação depende do QR code no celular, estou sem fazer nada e com meu dinheiro travado na conta! Aguardo uma solução.",1,1,8.33.0.3,2023-05-31 09:31:32,"Olá, Felipe! Para verificarmos melhor o seu caso, por favor, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp. Se preferir, nos chama pelos nossos outros canais de atendimento, disponíveis no portal bb.com.br/atendimento 💛💙",2023-05-31 14:38:03,8.33.0.3
d7667c8e-70e7-4fae-a78e-b8bc12f3874c,Lucas Xavier,https://play-lh.googleusercontent.com/a/ACg8ocIpOqQQVTcXZIrJjj_OpOsOun0xUfHJFcnoJMYWSSD0=mo,"Sempre foi o melhor aplicativo de banco, mas de um mês pra cá meu Deus do céu... é uma luta pra resgatar dinheiro de alguma aplicação.. fica só ""Processando"" infinitamente.. acontece no pix tbm.. ou seja, NUNCA funciona quando eu preciso. Decepcionante..",2,2,8.31.0.2,2023-05-10 12:33:40,,,8.31.0.2
25f2ed95-cbf9-4314-a4be-425f52940746,Marcos Silva,https://play-lh.googleusercontent.com/a-/ALV-UjUcD2M1OsH0RoSeNF7HI-_3HZLfcXJIfXJoQmK-rEbw-Ak,"Ultimamente está muito instável... Não abre se estiver conectado no wi-fi, mesmo que a conexão esteja normal. Diversas vezes, só consigo abrir se ativar os dados móveis",2,0,8.34.0.4,2023-06-04 21:49:57,"Olá, Marcos! Por favor, nos acione através das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via DM), enviando #atendimentoapp para te auxiliarmos com a utilização do App. Se preferir, pode ligar para o SAC no telefone 0800 729 0722.
",2023-06-05 11:16:05,8.34.0.4
abb34c41-2cc0-421e-b025-c55fc0b61e9a,salete sanches,https://play-lh.googleusercontent.com/a-/ALV-UjV6EWCYREYJ06JLV5SMQjjb_y8y7TfDfRltlnYWUnuUZA,Reinícia o app o tempo todo . Não estou conseguindo usar . Problemas direto com minhas senhas. Não resolve no app . Somente na agência e mesmo assim continuo tendo problemas. Hoje fui até agencia liberar a senha de 8 dígitos e agora não consigo pagar nada com a senha de 6 dígitos. Preste a desistir do banco.,1,3,8.33.0.3,2023-05-26 01:16:14,"Olá! Para verificarmos melhor o seu caso e te orientar, por favor, nos chame por uma das páginas oficiais do BB no Facebook (via Messenger) ou Instagram (via Direct), com a #atendimentoapp ou ligue no SAC BB, no telefone 0800-729-0722. Ficamos no seu aguardo!",2023-05-26 10:59:45,8.33.0.3
2b3a0e92-a16f-4602-9c57-cebda71e7202,Wellington,https://play-lh.googleusercontent.com/a/ACg8ocL1OSZvIgiRv7dQiRSZzBi0lmZ_7LEEdEVRcwjfF3-D=mo,"Eu consigo fazer tudo que preciso pelo app e sem sair de casa, o app é muito bom com ele não pego mais fila.",5,0,8.44.0.6,2023-08-24 15:44:31,"Ficamos felizes em saber que você está satisfeito, Wellington! 🙂",2023-08-24 16:35:33,8.44.0.6
1c373e8a-0144-4e7b-9ab1-8d5e4ab2b228,Tamires Cristina Mendonza,https://play-lh.googleusercontent.com/a-/ALV-UjW2bvkN6-Hcqu449cZuZ09rePD2KDnwOQCsg3grHr6ZqYsU,"O APP não notifica as transações. Não notifica pix , nem TED , nem as compras feitas. Já tentei desinstalar e até ir nas configurações internas mais não muda. Gostaria de uma melhora pois gosto do banco!",1,1,8.27.0.7,2023-04-08 16:48:45,"Vamos verificar o que está acontecendo e te auxiliar, Tamires! Por favor, chame a gente com a #atendimentoapp pelas páginas oficiais do BB no Facebook (via Messenger), Twitter (via DM) ou Instagram (via Direct) ou contate o SAC (0800 729 0722).",2023-04-08 17:47:26,8.27.0.7
06e9b303-9762-4834-a5f8-25214e1fe1c0,rafael pereira,https://play-lh.googleusercontent.com/a/ACg8ocKAyQzskrefiGtLYOrC6d7q3L_56GkhMlUq0CJLaXPJ=mo,"Estou a.dias com app travando hj não entra!preciso fazer uma transferência não consigo! Já liguei para auditoria Já mandei mensagem pelo WhatsApp,. Já mandei email! Já mandei mensagem no Instagram e até agora nada !assim vou cancelar minhas contas e mudar de banco!. Quero solução urgente Olá continuo com problemas no meu app PJ e Pf vaonl perder mais 1.cliente não abre,quando abre não funciona, quando funciona não faz pix !!!!!! Trabalhar assim impossivel Continua travando não abre !vou cancelar",1,2,8.29.0.3,2023-04-26 23:43:00,"Olá, Rafael. Limpe o cache, desligue o celular, religue e tente novamente utilizando outra conexão de internet (se estiver usando o wi-fi, altere pra dados móveis e vice versa), pois não temos notificação de indisponibilidade no aplicativo.",2023-04-27 00:16:09,8.29.0.3
