ideCadastro,condicao,nome,nomeParlamentar,sexo,uf,partido,dataNascimento,email
181,178946,Titular,SORAYA ALENCAR DOS SANTOS,Soraya Santos ,feminino,RJ,PL,04/12/1958,dep.sorayasantos@camara.leg.br
182,178947,Titular,SOSTENES SILVA CAVALCANTE,Sóstenes Cavalcante ,masculino,RJ,PL,16/01/1975,dep.sostenescavalcante@camara.leg.br
183,178951,Titular,RAFAEL HUETE DA MOTTA,Rafael Motta ,masculino,RN,PSB,15/08/1986,dep.rafaelmotta@camara.leg.br
184,178952,Titular,WALTER PEREIRA ALVES,Walter Alves ,masculino,RN,MDB,27/02/1980,dep.walteralves@camara.leg.br
185,178953,Titular,EXPEDITO GONCALVES FERREIRA NETTO,Expedito Netto ,masculino,RO,PSD,05/10/1988,dep.expeditonetto@camara.leg.br
186,178954,Titular,LUCIO ANTONIO MOSQUINI,Lucio Mosquini ,masculino,RO,MDB,23/07/1969,dep.luciomosquini@camara.leg.br
187,178956,Titular,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,Mariana Carvalho ,feminino,RO,REPUBLICANOS,26/11/1986,dep.marianacarvalho@camara.leg.br
188,178959,Titular,HIRAN MANUEL GONCALVES DA SILVA,Hiran Gonçalves ,masculino,RR,PP,19/06/1957,dep.hirangoncalves@camara.leg.br
189,178961,Titular,SHÉRIDAN ESTÉRFANY OLIVEIRA,Shéridan ,feminino,RR,PSDB,11/04/1984,dep.sheridan@camara.leg.br
190,178962,Titular,ANTONIO CARLOS GOMES DA SILVA,Carlos Gomes ,masculino,RS,REPUBLICANOS,13/06/1972,dep.carlosgomes@camara.leg.br
191,178963,Titular,LUIS ANTONIO FRANCISCATTO COVATTI,Covatti Filho ,masculino,RS,PP,25/07/1987,dep.covattifilho@camara.leg.br
192,178964,Titular,HEITOR JOSE SCHUCH,Heitor Schuch ,masculino,RS,PSB,25/03/1962,dep.heitorschuch@camara.leg.br
193,178966,Titular,Geovânia de Sá,Geovania de Sá ,feminino,SC,PSDB,30/03/1972,dep.geovaniadesa@camara.leg.br
194,178969,Titular,FABIO CRUZ MITIDIERI,Fábio Mitidieri ,masculino,SE,PSD,24/02/1977,dep.fabiomitidieri@camara.leg.br
195,178970,Titular,JOAO SOMARIVA DANIEL,João Daniel ,masculino,SE,PT,22/08/1967,dep.joaodaniel@camara.leg.br
196,178972,Titular,ALEX SPINELLI MANENTE,Alex Manente ,masculino,SP,CIDADANIA,22/08/1979,dep.alexmanente@camara.leg.br
197,178975,Titular,LUIZ FELIPE BALEIA TENUTO ROSSI,Baleia Rossi ,masculino,SP,MDB,09/06/1972,dep.baleiarossi@camara.leg.br
198,92346,Titular,EDUARDO NANTES BOLSONARO,Eduardo Bolsonaro ,masculino,SP,PL,10/07/1984,dep.eduardobolsonaro@camara.leg.br
199,178977,Titular,EDUARDO PEDROSA CURY,Eduardo Cury ,masculino,SP,PSDB,19/09/1963,dep.eduardocury@camara.leg.br
200,66828,Titular,FAUSTO RUY PINATO,Fausto Pinato ,masculino,SP,PP,01/06/1977,dep.faustopinato@camara.leg.br
201,178981,Titular,HERCULANO CASTILHO PASSOS JUNIOR,Herculano Passos ,masculino,SP,REPUBLICANOS,04/08/1956,dep.herculanopassos@camara.leg.br
202,178983,Titular,MARCIO LUIZ ALVINO DE SOUZA,Marcio Alvino ,masculino,SP,PL,14/06/1969,dep.marcioalvino@camara.leg.br
203,178985,Titular,MIGUEL LOMBARDI,Miguel Lombardi ,masculino,SP,PL,29/01/1964,dep.miguellombardi@camara.leg.br
204,178986,Titular,NILTO IGNACIO TATTO,Nilto Tatto ,masculino,SP,PT,31/07/1963,dep.niltotatto@camara.leg.br
205,178987,Titular,ORLANDO SILVA DE JESUS JUNIOR,Orlando Silva ,masculino,SP,PCdoB,27/05/1971,dep.orlandosilva@camara.leg.br
206,178989,Titular,RENATA HELLMEISTER DE ABREU,Renata Abreu ,feminino,SP,PODE,15/04/1982,dep.renataabreu@camara.leg.br
207,178990,Titular,SAMUEL MOREIRA DA SILVA JUNIOR,Samuel Moreira ,masculino,SP,PSDB,09/02/1963,dep.samuelmoreira@camara.leg.br
208,178992,Titular,VITOR LIPPI,Vitor Lippi ,masculino,SP,PSDB,18/05/1959,dep.vitorlippi@camara.leg.br
209,178993,Titular,CARLOS HENRIQUE AMORIM,Carlos Henrique Gaguim ,masculino,TO,UNIÃO,21/04/1961,dep.carloshenriquegaguim@camara.leg.br
210,178994,Titular,DULCE FERREIRA PAGANI MIRANDA,Dulce Miranda ,feminino,TO,MDB,15/12/1963,dep.dulcemiranda@camara.leg.br
211,137070,Titular,VICENTE ALVES DE OLIVEIRA JUNIOR,Vicentinho Júnior ,masculino,TO,PP,11/04/1985,dep.vicentinhojunior@camara.leg.br
212,178996,Titular,GIOVANI BATISTA FELTES,Giovani Feltes ,masculino,RS,MDB,10/04/1957,dep.giovanifeltes@camara.leg.br
213,178997,Titular,MOSES HAENDEL MELO RODRIGUES,Moses Rodrigues ,masculino,CE,UNIÃO,06/06/1978,dep.mosesrodrigues@camara.leg.br
214,179000,Titular,MARCELO HENRIQUE TEIXEIRA DIAS,Marcelo Álvaro Antônio ,masculino,MG,PL,16/02/1974,dep.marceloalvaroantonio@camara.leg.br
215,146788,Titular,MARCELO GUILHERME DE ARO FERREIRA,Marcelo Aro ,masculino,MG,PP,12/06/1987,dep.marceloaro@camara.leg.br
216,179001,Titular,MARCIO DELLA VALLE BIOLCHI,Márcio Biolchi ,masculino,RS,MDB,23/05/1979,dep.marciobiolchi@camara.leg.br
217,204434,Titular,VANDA DENIR MILANI NOGUEIRA,Dra. Vanda Milani ,feminino,AC,PROS,17/09/1953,dep.dra.vandamilani@camara.leg.br
218,194260,Titular,NIVALDO FERREIRA DE ALBUQUERQUE NETO,Nivaldo Albuquerque ,masculino,AL,REPUBLICANOS,07/01/1988,dep.nivaldoalbuquerque@camara.leg.br
219,195866,Titular,FRANCISCO VAIDON OLIVEIRA,Vaidon Oliveira ,masculino,CE,UNIÃO,02/04/1975,dep.vaidonoliveira@camara.leg.br
220,204481,Titular,JAZIEL PEREIRA DE SOUSA,Dr. Jaziel ,masculino,CE,PL,03/05/1961,dep.dr.jaziel@camara.leg.br
221,66179,Titular,NORMA AYUB ALVES,Norma Ayub ,feminino,ES,PP,07/09/1959,dep.normaayub@camara.leg.br
222,204386,Titular,JOSE MARIO SCHREINER,Jose Mario Schreiner ,masculino,GO,MDB,08/02/1961,dep.josemarioschreiner@camara.leg.br
223,204351,Titular,LUIZ ALBERTO OVANDO,Dr. Luiz Ovando ,masculino,MS,PP,25/09/1949,dep.dr.luizovando@camara.leg.br
224,204482,Titular,EUCLYDES MARCOS PETTERSEN NETO,Euclydes Pettersen ,masculino,MG,PSC,15/08/1984,dep.euclydespettersen@camara.leg.br
225,204483,Titular,VILSON LUIZ DA SILVA,Vilson da Fetaemg ,masculino,MG,PSB,01/05/1957,dep.vilsondafetaemg@camara.leg.br
226,193726,Titular,PAULO EDUARDO LIMA MARTINS,Paulo Eduardo Martins ,masculino,PR,PL,20/04/1981,dep.pauloeduardomartins@camara.leg.br
227,204387,Titular,GILSON CARDOSO FAHUR,Sargento Fahur ,masculino,PR,PSD,06/11/1963,dep.sargentofahur@camara.leg.br
228,92699,Titular,FERNANDO MONTEIRO DE ALBUQUERQUE,Fernando Monteiro ,masculino,PE,PP,17/09/1976,dep.fernandomonteiro@camara.leg.br
229,191923,Titular,FLÁVIO RODRIGUES NOGUEIRA,Flávio Nogueira ,masculino,PI,PT,27/02/1953,dep.flavionogueira@camara.leg.br
230,196358,Titular,LOURIVAL GOMES DE ALMEIDA,Lourival Gomes ,masculino,RJ,PP,22/07/1955,dep.lourivalgomes@camara.leg.br
231,204388,Titular,ALCIBIO MESQUITA BIBO NUNES,Bibo Nunes ,masculino,RS,PL,09/01/1957,dep.bibonunes@camara.leg.br
232,204484,Titular,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,General Peternelli ,masculino,SP,UNIÃO,06/08/1954,dep.generalpeternelli@camara.leg.br
233,204485,Titular,LUIZ CARLOS MOTTA,Luiz Carlos Motta ,masculino,SP,PL,24/04/1959,dep.luizcarlosmotta@camara.leg.br
234,204435,Titular,JESUS SERGIO DE MENEZES,Jesus Sérgio ,masculino,AC,PDT,10/06/1973,dep.jesussergio@camara.leg.br
235,204436,Titular,ISNALDO BULHOES BARROS JUNIOR,Isnaldo Bulhões Jr. ,masculino,AL,MDB,30/10/1976,dep.isnaldobulhoesjr@camara.leg.br
236,204437,Titular,SEVERINO DE LIRA PESSÔA,Severino Pessoa ,masculino,AL,MDB,06/02/1970,dep.severinopessoa@camara.leg.br
237,204438,Titular,SERGIO TOLEDO DE ALBUQUERQUE,Sergio Toledo ,masculino,AL,PV,29/01/1962,dep.sergiotoledo@camara.leg.br
238,204352,Titular,CARLOS CAMILO GÓES CAPIBERIBE,Camilo Capiberibe ,masculino,AP,PSB,23/05/1972,dep.camilocapiberibe@camara.leg.br
239,204353,Titular,ALINE PARANHOS VARONIL GURGEL,Aline Gurgel ,feminino,AP,REPUBLICANOS,25/11/1980,dep.alinegurgel@camara.leg.br
240,204486,Titular,CARLOS MAURO BENEVIDES FILHO,Mauro Benevides Filho ,masculino,CE,PDT,09/03/1959,dep.maurobenevidesfilho@camara.leg.br
241,204488,Titular,CELIO STUDART BARBOSA,Célio Studart ,masculino,CE,PSD,19/06/1987,dep.celiostudart@camara.leg.br
242,204489,Titular,MARCOS ROBERIO RIBEIRO MONTEIRO,Robério Monteiro ,masculino,CE,PDT,15/02/1970,dep.roberiomonteiro@camara.leg.br
243,204354,Titular,FLÁVIA CAROLINA PÉRES,Flávia Arruda ,feminino,DF,PL,21/01/1980,dep.flaviaarruda@camara.leg.br
244,204355,Titular,JOSIAS MARIO DA VITORIA,Da Vitoria ,masculino,ES,PP,02/06/1971,dep.davitoria@camara.leg.br
245,204356,Titular,AMARO ROCHA NASCIMENTO NETO,Amaro Neto ,masculino,ES,REPUBLICANOS,04/12/1976,dep.amaroneto@camara.leg.br
246,204389,Titular,ELIAS VAZ DE ANDRADE,Elias Vaz ,masculino,GO,PSB,04/07/1966,dep.eliasvaz@camara.leg.br
247,204390,Titular,ALCIDES RIBEIRO FILHO,Professor Alcides ,masculino,GO,PL,25/10/1953,dep.professoralcides@camara.leg.br
248,204391,Titular,JOSÉ NELTO LAGARES DAS MERCEZ,José Nelto ,masculino,GO,PP,19/09/1960,dep.josenelto@camara.leg.br
249,204392,Titular,FRANCISCO RODRIGUES VALE JUNIOR,Francisco Jr. ,masculino,GO,PSD,15/03/1969,dep.franciscojr@camara.leg.br
250,204490,Titular,CHARLLES THOMACELLI EVANGELISTA,Charlles Evangelista ,masculino,MG,PP,27/12/1984,dep.charllesevangelista@camara.leg.br
251,204491,Titular,GILBERTO APARECIDO ABRAMO,Gilberto Abramo ,masculino,MG,REPUBLICANOS,06/08/1966,dep.gilbertoabramo@camara.leg.br
252,204492,Titular,PAULO JOSE CARLOS GUEDES,Paulo Guedes ,masculino,MG,PT,01/10/1970,dep.pauloguedes@camara.leg.br
253,198197,Titular,GREYCE DE QUEIROZ ELIAS,Greyce Elias ,feminino,MG,AVANTE,15/12/1981,dep.greyceelias@camara.leg.br
254,98057,Titular,LAFAYETTE LUIZ DOORGAL DE ANDRADA,Lafayette de Andrada ,masculino,MG,REPUBLICANOS,17/10/1966,dep.lafayettedeandrada@camara.leg.br
255,161550,Titular,EMIDIO ALVES MADEIRA JUNIOR,Emidinho Madeira ,masculino,MG,PL,10/03/1967,dep.emidinhomadeira@camara.leg.br
256,204494,Titular,FREDERICO BORGES DA COSTA,Fred Costa ,masculino,MG,PATRIOTA,12/07/1977,dep.fredcosta@camara.leg.br
257,204357,Titular,ROSIANE MODESTO  DE OLIVEIRA,Rose Modesto ,feminino,MS,PSDB,20/02/1978,dep.rosemodesto@camara.leg.br
258,204358,Titular,HUMBERTO REZENDE PEREIRA,Beto Pereira ,masculino,MS,PSDB,14/11/1977,dep.betopereira@camara.leg.br
259,204439,Titular,LEONARDO RIBEIRO ALBUQUERQUE,Dr. Leonardo ,masculino,MT,REPUBLICANOS,14/06/1978,dep.dr.leonardo@camara.leg.br
260,204495,Titular,AIRTON LUIZ FALEIRO,Airton Faleiro ,masculino,PA,PT,16/03/1959,dep.airtonfaleiro@camara.leg.br
261,204496,Titular,CELSO SABINO DE OLIVEIRA,Celso Sabino ,masculino,PA,UNIÃO,29/08/1978,dep.celsosabino@camara.leg.br
262,204497,Titular,JOÃO FERRARI JÚNIOR,Júnior Ferrari ,masculino,PA,PSD,13/07/1967,dep.juniorferrari@camara.leg.br
263,204498,Titular,OLIVAL HENRIQUE MARQUES DE SOUZA,Olival Marques ,masculino,PA,MDB,09/01/1982,dep.olivalmarques@camara.leg.br
264,204499,Titular,CASSIO COELHO ANDRADE,Cássio Andrade ,masculino,PA,PSB,12/09/1981,dep.cassioandrade@camara.leg.br
265,204500,Titular,JOSE EDUARDO PEREIRA DA COSTA,Eduardo Costa ,masculino,PA,PSD,16/02/1968,dep.eduardocosta@camara.leg.br
266,204393,Titular,ANTONIO RIBEIRO,Frei Anastacio Ribeiro ,masculino,PB,PT,03/03/1944,dep.freianastacioribeiro@camara.leg.br
267,204394,Titular,GERVÁSIO AGRIPINO MAIA,Gervásio Maia ,masculino,PB,PSB,14/04/1975,dep.gervasiomaia@camara.leg.br
268,204423,Titular,ANDRÉ FERREIRA RODRIGUES,André Ferreira ,masculino,PE,PL,10/12/1972,dep.andreferreira@camara.leg.br
269,157130,Titular,TÚLIO GADÊLHA SALES DE MELO,Túlio Gadêlha ,masculino,PE,REDE,12/11/1987,dep.tuliogadelha@camara.leg.br
270,204425,Titular,SILVIO SERAFIM COSTA FILHO,Silvio Costa Filho ,masculino,PE,REPUBLICANOS,05/03/1982,dep.silviocostafilho@camara.leg.br
271,204430,Titular,MARGARETE DE CASTRO COELHO,Margarete Coelho ,feminino,PI,PP,12/03/1961,dep.margaretecoelho@camara.leg.br
272,204431,Titular,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,Marcos Aurélio Sampaio ,masculino,PI,PSD,19/09/1991,dep.marcosaureliosampaio@camara.leg.br
273,204395,Titular,PEDRO DEBONI LUPION MELLO,Pedro Lupion ,masculino,PR,PP,04/06/1983,dep.pedrolupion@camara.leg.br
274,204396,Titular,NELSI COGUETTO MARIA,Vermelho ,masculino,PR,PL,01/03/1959,dep.vermelho@camara.leg.br
275,204398,Titular,LUIS FELIPE BONATTO FRANCISCHINI,Felipe Francischini ,masculino,PR,UNIÃO,02/10/1991,dep.felipefrancischini@camara.leg.br
276,204400,Titular,ALINE SLEUTJES,Aline Sleutjes ,feminino,PR,PROS,26/07/1979,dep.alinesleutjes@camara.leg.br
277,107283,Titular,GLEISI HELENA HOFFMANN,Gleisi Hoffmann ,feminino,PR,PT,06/09/1965,dep.gleisihoffmann@camara.leg.br
278,204440,Titular,CHRISTINO AUREO DA SILVA,Christino Aureo ,masculino,RJ,PP,26/04/1962,dep.christinoaureo@camara.leg.br
279,76874,Titular,MARCELO RIBEIRO FREIXO,Marcelo Freixo ,masculino,RJ,PSB,12/04/1967,dep.marcelofreixo@camara.leg.br
280,204441,Titular,OTONI MOURA DE PAULO JUNIOR,Otoni de Paula ,masculino,RJ,MDB,22/11/1976,dep.otonidepaula@camara.leg.br
281,204442,Titular,JOÃO CARLOS SOARES GURGEL,Gurgel ,masculino,RJ,PL,02/12/1980,dep.gurgel@camara.leg.br
282,204444,Titular,HELIO FERNANDO BARBOSA LOPES,Helio Lopes ,masculino,RJ,PL,28/03/1969,dep.heliolopes@camara.leg.br
283,108338,Titular,DIRLAINE JAQUELINE CASSOL,Jaqueline Cassol ,feminino,RO,PP,03/12/1974,dep.jaquelinecassol@camara.leg.br
284,204359,Titular,LEONARDO BARRETO DE MORAES,Léo Moraes ,masculino,RO,PODE,11/01/1984,dep.leomoraes@camara.leg.br
285,204360,Titular,SILVIA CRISTINA AMANCIO CHAGAS,Silvia Cristina ,feminino,RO,PL,15/01/1974,dep.silviacristina@camara.leg.br
286,133810,Titular,MARCELO PIRES MORAES,Marcelo Moraes ,masculino,RS,PL,07/08/1979,dep.marcelomoraes@camara.leg.br
287,204403,Titular,MARLON ARATOR SANTOS DA ROSA,Marlon Santos ,masculino,RS,PL,25/09/1975,dep.marlonsantos@camara.leg.br
288,204404,Titular,LUCAS BELLO REDECKER,Lucas Redecker ,masculino,RS,PSDB,26/05/1981,dep.lucasredecker@camara.leg.br
289,204405,Titular,LIZIANE BAYER DA COSTA,Liziane Bayer ,feminino,RS,REPUBLICANOS,24/01/1981,dep.lizianebayer@camara.leg.br
290,204406,Titular,PEDRO BANDARRA WESTPHALEN,Pedro Westphalen ,masculino,RS,PP,19/12/1950,dep.pedrowestphalen@camara.leg.br
291,156190,Titular,MARCEL VAN HATTEM,Marcel van Hattem,masculino,RS,NOVO,08/11/1985,dep.marcelvanhattem@camara.leg.br
292,204407,Titular,FERNANDA MELCHIONNA E SILVA,Fernanda Melchionna ,feminino,RS,PSOL,02/02/1984,dep.fernandamelchionna@camara.leg.br
293,204361,Titular,CARLOS ALBERTO CHIODINI,Carlos Chiodini ,masculino,SC,MDB,08/03/1982,dep.carloschiodini@camara.leg.br
294,204362,Titular,RICARDO ZANATTA GUIDI,Ricardo Guidi ,masculino,SC,PSD,28/09/1977,dep.ricardoguidi@camara.leg.br
295,116379,Titular,DARCI DE MATOS,Darci de Matos ,masculino,SC,PSD,08/11/1961,dep.darcidematos@camara.leg.br
296,204408,Titular,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,Gustinho Ribeiro ,masculino,SE,REPUBLICANOS,16/02/1982,dep.gustinhoribeiro@camara.leg.br
297,204501,Titular,ALENCAR SANTANA BRAGA,Alencar Santana,masculino,SP,PT,14/03/1976,dep.alencarsantana@camara.leg.br
298,204502,Titular,NICOLINO BOZZELLA JUNIOR,Bozzella,masculino,SP,UNIÃO,17/08/1980,dep.bozzella@camara.leg.br
299,204503,Titular,ALEXANDRE ROCHA SANTOS PADILHA,Alexandre Padilha ,masculino,SP,PT,14/09/1971,dep.alexandrepadilha@camara.leg.br
300,204504,Titular,ANTONIO CEZAR CORREIA FREIRE,Cezinha de Madureira ,masculino,SP,PSD,12/12/1973,dep.cezinhademadureira@camara.leg.br
301,204363,Titular,OSIRES RODRIGUES DAMASO,Osires Damaso ,masculino,TO,PSC,16/04/1963,dep.osiresdamaso@camara.leg.br
302,204364,Titular,ELI DIAS BORGES,Eli Borges ,masculino,TO,PL,01/09/1960,dep.eliborges@camara.leg.br
303,143084,Titular,Tiago Dimas Braga Pereira,Tiago Dimas ,masculino,TO,PODE,04/08/1988,dep.tiagodimas@camara.leg.br
304,204505,Titular,WAGNER BACH MARTINS,Vavá Martins ,masculino,PA,REPUBLICANOS,03/06/1982,dep.vavamartins@camara.leg.br
305,204446,Titular,JOZIEL FERREIRA CARLOS,Professor Joziel ,masculino,RJ,PATRIOTA,22/04/1966,dep.professorjoziel@camara.leg.br
306,198783,Titular,EMANUEL PINHEIRO DA SILVA PRIMO,Emanuel Pinheiro Neto ,masculino,MT,MDB,05/01/1995,dep.emanuelpinheironeto@camara.leg.br
307,204365,Titular,GILSON MARQUES VIEIRA,Gilson Marques ,masculino,SC,NOVO,12/04/1981,dep.gilsonmarques@camara.leg.br
308,204506,Titular,MARCOS ANTONIO PEREIRA,Marcos Pereira ,masculino,SP,REPUBLICANOS,04/04/1972,dep.marcospereira@camara.leg.br
309,204409,Titular,DANIEL TRZECIAK DUARTE,Daniel Trzeciak ,masculino,RS,PSDB,04/11/1986,dep.danieltrzeciak@camara.leg.br
310,204507,Titular,CARLA ZAMBELLI SALGADO DE OLIVEIRA,Carla Zambelli ,feminino,SP,PL,03/07/1980,dep.carlazambelli@camara.leg.br
311,204508,Titular,IGOR TARCIANO TIMO,Igor Timo ,masculino,MG,PODE,10/04/1982,dep.igortimo@camara.leg.br
312,204509,Titular,ÁUREA CAROLINA DE FREITAS E SILVA,Áurea Carolina ,feminino,MG,PSOL,20/11/1983,dep.aureacarolina@camara.leg.br
313,204448,Titular,LUIZ ANTONIO C. C. CORRÊA DA SILVA,Luiz Antônio Corrêa ,masculino,RJ,PP,27/12/1940,dep.luizantoniocorrea@camara.leg.br
314,204510,Titular,FRANCO CARTAFINA GOMES,Franco Cartafina ,masculino,MG,PP,03/11/1986,dep.francocartafina@camara.leg.br
315,204449,Titular,NELSON NED PREVIDENTE,Nelson Barbudo ,masculino,MT,PL,14/02/1960,dep.nelsonbarbudo@camara.leg.br
316,204511,Titular,DAVID BEZERRA RIBEIRO SOARES,David Soares ,masculino,SP,UNIÃO,21/12/1973,dep.davidsoares@camara.leg.br
317,204450,Titular,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,Dr. Luiz Antonio Teixeira Jr. ,masculino,RJ,PP,15/12/1973,dep.dr.luizantonioteixeirajr@camara.leg.br
318,204451,Titular,ANTÔNIO DA LUZ FURTADO,Delegado Antônio Furtado ,masculino,RJ,UNIÃO,06/01/1972,dep.delegadoantoniofurtado@camara.leg.br
319,204366,Titular,RODRIGO COELHO,Rodrigo Coelho ,masculino,SC,PODE,29/06/1980,dep.rodrigocoelho@camara.leg.br
320,204432,Titular,MARINA SANTOS BATISTA DIAS,Marina Santos ,feminino,PI,REPUBLICANOS,13/09/1980,dep.marinasantos@camara.leg.br
321,204452,Titular,MÁRCIO DA SILVEIRA LABRE,Márcio Labre ,masculino,RJ,PL,27/02/1974,dep.marciolabre@camara.leg.br
322,204512,Titular,MARCELO EDUARDO FREITAS,Delegado Marcelo Freitas ,masculino,MG,UNIÃO,04/03/1976,dep.delegadomarcelofreitas@camara.leg.br
323,204367,Titular,DANIEL COSTA DE FREITAS,Daniel Freitas ,masculino,SC,PL,03/04/1982,dep.danielfreitas@camara.leg.br
324,204426,Titular,JOSÉ CARLOS VERAS DOS SANTOS,Carlos Veras ,masculino,PE,PT,10/08/1981,dep.carlosveras@camara.leg.br
325,204368,Titular,FÁBIO LUIZ SCHIOCHET FILHO,Fabio Schiochet ,masculino,SC,UNIÃO,31/05/1988,dep.fabioschiochet@camara.leg.br
326,204513,Titular,JOSÉ GUILHERME NEGRÃO PEIXOTO,Guiga Peixoto ,masculino,SP,PSC,13/11/1961,dep.guigapeixoto@camara.leg.br
327,204427,Titular,FERNANDO RODOLFO TENORIO DE VASCONCELOS,Fernando Rodolfo ,masculino,PE,PL,17/11/1983,dep.fernandorodolfo@camara.leg.br
328,204514,Titular,MARCIO TADEU ANHAIA DE LEMOS,Coronel Tadeu ,masculino,SP,PL,30/09/1965,dep.coroneltadeu@camara.leg.br
329,204428,Titular,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,Marília Arraes ,feminino,PE,PT,12/04/1984,dep.mariliaarraes@camara.leg.br
330,204453,Titular,NATÁLIA BASTOS BONAVIDES,Natália Bonavides ,feminino,RN,PT,15/06/1988,dep.nataliabonavides@camara.leg.br
331,204454,Titular,DANIEL LUCIO DA SILVEIRA,Daniel Silveira ,masculino,RJ,PTB,25/11/1982,dep.danielsilveira@camara.leg.br
332,204410,Titular,LUISA CANZIANI DOS SANTOS SILVEIRA,Luisa Canziani ,feminino,PR,PSD,11/04/1996,dep.luisacanziani@camara.leg.br
333,204411,Titular,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,Filipe Barros ,masculino,PR,PL,29/05/1991,dep.filipebarros@camara.leg.br
334,204369,Titular,CAROLINE RODRIGUES DE TONI,Caroline de Toni ,feminino,SC,PL,01/09/1986,dep.carolinedetoni@camara.leg.br
335,204515,Titular,ANDRE LUIS GASPAR JANONES,André Janones ,masculino,MG,AVANTE,05/05/1984,dep.andrejanones@camara.leg.br
336,204516,Titular,Alexis Joseph Steverlynck Fonteyne,Alexis Fonteyne ,masculino,SP,NOVO,19/08/1967,dep.alexisfonteyne@camara.leg.br
337,179587,Titular,VITOR HUGO DE ARAUJO ALMEIDA,Vitor Hugo ,masculino,GO,PL,31/05/1977,dep.vitorhugo@camara.leg.br
338,204517,Titular,JOSE VITOR DE RESENDE AGUIAR,Zé Vitor ,masculino,MG,PL,01/11/1984,dep.zevitor@camara.leg.br
339,204518,Titular,FREDERICO DE CASTRO ESCALEIRA,Dr. Frederico ,masculino,MG,PATRIOTA,24/03/1977,dep.dr.frederico@camara.leg.br
340,204519,Titular,TIAGO LIMA MITRAUD DE CASTRO LEITE,Tiago Mitraud ,masculino,MG,NOVO,15/08/1986,dep.tiagomitraud@camara.leg.br
341,204520,Titular,GERALDO JUNIO DO AMARAL,Junio Amaral ,masculino,MG,PL,30/06/1987,dep.junioamaral@camara.leg.br
342,204455,Titular,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,Luiz Lima ,masculino,RJ,PL,10/12/1977,dep.luizlima@camara.leg.br
343,204456,Titular,GUTEMBERG REIS DE OLIVEIRA,Gutemberg Reis ,masculino,RJ,MDB,09/09/1979,dep.gutembergreis@camara.leg.br
344,204457,Titular,ROGERIO TEIXEIRA JUNIOR,Juninho do Pneu ,masculino,RJ,UNIÃO,23/10/1976,dep.juninhodopneu@camara.leg.br
345,204458,Titular,FABIANA SILVA DE SOUZA,Major Fabiana ,feminino,RJ,PL,09/01/1980,dep.majorfabiana@camara.leg.br
346,204459,Titular,DANIELA MOTE DE SOUZA CARNEIRO,Daniela do Waguinho ,feminino,RJ,UNIÃO,10/02/1976,dep.danieladowaguinho@camara.leg.br
347,204521,Titular,PAULO SERGIO ABOU ANNI,Abou Anni ,masculino,SP,UNIÃO,06/11/1966,dep.abouanni@camara.leg.br
348,204522,Titular,MARCO AURELIO BERTAIOLLI,Marco Bertaiolli ,masculino,SP,PSD,30/04/1968,dep.marcobertaiolli@camara.leg.br
349,204523,Titular,LUCAS DE VASCONCELOS GONZALEZ,Lucas Gonzalez ,masculino,MG,NOVO,21/12/1988,dep.lucasgonzalez@camara.leg.br
350,204460,Titular,Carlos Roberto Coelho de Mattos Júnior,Carlos Jordy ,masculino,RJ,PL,08/02/1982,dep.carlosjordy@camara.leg.br
351,204461,Titular,PAULO GUSTAVO GANIME ALVES TEIXEIRA,Paulo Ganime ,masculino,RJ,NOVO,19/04/1983,dep.pauloganime@camara.leg.br
352,204462,Titular,CHRISTINE NOGUEIRA DOS REIS TONIETTO,Chris Tonietto ,feminino,RJ,PL,14/05/1991,dep.christonietto@camara.leg.br
353,204524,Titular,ANTÔNIO PINHEIRO NETO,Pinheirinho ,masculino,MG,PP,30/05/1991,dep.pinheirinho@camara.leg.br
354,204525,Titular,ROSANA DE OLIVEIRA VALLE,Rosana Valle ,feminino,SP,PL,08/05/1969,dep.rosanavalle@camara.leg.br
355,204464,Titular,TALIRIA PETRONE SOARES,Talíria Petrone ,feminino,RJ,PSOL,09/04/1985,dep.taliriapetrone@camara.leg.br
356,204412,Titular,ZACARIAS CALIL HAMU,Dr. Zacharias Calil ,masculino,GO,UNIÃO,05/11/1953,dep.dr.zachariascalil@camara.leg.br
357,204526,Titular,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,Luiz Philippe de Orleans e Bragança ,masculino,SP,PL,03/04/1969,dep.luizphilippedeorleansebraganca@camara.leg.br
358,204527,Titular,EUGENIO JOSÉ ZULIANI,Geninho Zuliani ,masculino,SP,UNIÃO,13/01/1976,dep.geninhozuliani@camara.leg.br
359,204370,Titular,CELIO ALVES DE MOURA,Célio Moura ,masculino,TO,PT,13/08/1953,dep.celiomoura@camara.leg.br
360,204528,Titular,ADRIANA MIGUEL VENTURA,Adriana Ventura ,feminino,SP,NOVO,06/03/1969,dep.adrianaventura@camara.leg.br
